pdf_id,text_id,source_url
8ab03a80-657d-4ff9-b2d0-84cd2cebc739,9fbbefe2-659d-481f-95f0-b5cd09c3dc35,https://www.supremecourt.gov/DocketPDF/21/21-869/228340/20220617145155864_42371%20pdf%20Tushnet%20br.pdf
a7933499-e0e0-4e25-a7e8-0f1a09550df6,fc323439-9d5e-471f-989e-d1e4697b2126,https://www.supremecourt.gov/DocketPDF/21/21-869/232977/20220808150341382_Goldsmith%20Brief%20for%20Respondents%20-%20Final.pdf
b7b662c4-93be-4288-9ae2-afec514ff57b,8dd6f47e-4af1-4aea-b1d0-60c292f89591,https://www.supremecourt.gov/DocketPDF/21/21-869/233262/20220811123634479_42707%20pdf%20Menell.pdf
6012c829-225a-4d68-9e4e-ecd65106ba98,e88ce7df-8002-4e80-b38b-3a8f27fa7efa,https://www.supremecourt.gov/DocketPDF/21/21-869/233369/20220812152138504_GAG_Goldsmith_Amicus%20Main%20E%20FILE%20Aug%2012%202022.pdf
e8697bd5-7721-4a97-9be3-7cc99e4251e6,7a9d7eff-d667-44e6-82ec-755267ad55e3,https://www.supremecourt.gov/DocketPDF/21/21-869/233345/20220812130331485_42644%20pdf%20Crane%20Brief%20for%20Filing%20.pdf
891e2c9c-4533-492e-a7eb-00b583004219,118e29ed-35c0-4fa1-9d40-539d0b30a894,https://www.supremecourt.gov/DocketPDF/21/21-869/233140/20220815142816812_Amicus%20Curiae%20Brief%20ISO%20Respondents.220815.pdf
913ed56f-0dc9-4c83-905e-9f86b362fa9f,0ea137b2-9464-47f2-a9cf-7fd3d71bfd38,https://www.supremecourt.gov/DocketPDF/21/21-869/233549/20220815162730208_21-869bsacProfZviSRosen.pdfA.pdf
5b70890d-cfce-4d8b-a564-3218f2096a3c,eb944a98-df75-4135-8829-35814597c0a9,https://www.supremecourt.gov/DocketPDF/21/21-869/233524/20220815153255688_21-869_Amicus%20Brief.pdf
2e26b9e2-26ae-49f2-bd61-d9c949e4f994,08f13fc5-1b61-4303-823d-acfa21326d92,https://www.supremecourt.gov/DocketPDF/21/21-869/233468/20220815133138708_21-869bsacDrSeussEnterprisesLP.pdfA.pdf
68d8fbb9-2d16-49b2-ba5f-b6639674d3d5,b655d67e-e036-43b8-98ff-692487c33230,https://www.supremecourt.gov/DocketPDF/21/21-869/233495/20220815140948843_220807a%20Amicus%20Brief%20for%20efiling.pdf
5f98c438-674b-4b38-bfc2-70970b5936f4,7e7247f8-7b45-4af1-85d1-b5aa9f198c51,https://www.supremecourt.gov/DocketPDF/21/21-869/233432/20220815115903215_21-869%20Ami.RET%20ALL%20PDFA.pdf
1cb6d486-ef59-4647-b17c-b2349eb04aaf,07c88f3b-7714-4da1-a6cd-0f038050b7b8,https://www.supremecourt.gov/DocketPDF/21/21-869/233541/20220815163511800_CSEL_Goldsmith_Amicus%20MAIN%20August%2015%202022%20EFile.pdf
398e2dc6-1614-4bdd-8aa5-06804e827340,09e43ff9-19c1-41d3-806b-131a6affa3cf,https://www.supremecourt.gov/DocketPDF/21/21-869/233504/20220815143730321_21-869%20Amici%20Brief.pdf
8436a18f-e83c-482a-8650-e522b923cdfd,10d82868-111c-422b-9928-43c0705350e8,https://www.supremecourt.gov/DocketPDF/21/21-1086/222242/20220429190212574_21-1086%20%20tsac%20Public%20Interest%20Legal%20Foundation.pdf
25ac79f7-ec79-4720-84e4-4cd1556d37c6,991caaf5-2116-439e-ade8-82ad71ef4d26,https://www.supremecourt.gov/DocketPDF/21/21-1086/222231/20220429163741059_42267%20pdf%20Shoults.pdf
5c95dec4-55a5-4b99-b07b-7517a23e7e5a,6a9faaf5-0db2-4d3a-91fa-e3a366929f7f,https://www.supremecourt.gov/DocketPDF/21/21-1086/222205/20220429134659387_Milligan%20Merits%20Stage%20PDF-A.pdf
ed7c52a9-42b6-447e-8cd1-404db18bfc90,735bbea3-e90d-4764-9ac4-3be7ac807af9,https://www.supremecourt.gov/DocketPDF/21/21-1086/222274/20220502123219863_21-1086-tsac-Citizens%20United.pdf
fc4af9ad-fdfc-4517-ac26-383150fc966a,a85ba9f3-10d9-431a-adde-1a411f89d620,https://www.supremecourt.gov/DocketPDF/21/21-1086/222249/20220502095637717_AFL%20Amicus%20Brief%20v6.pdf
fc116486-f4c3-4885-8f10-80f0204c6bd6,c9fc18d8-0451-4bbd-a5ae-a688da517a66,https://www.supremecourt.gov/DocketPDF/21/21-1086/230211/20220718100024007_Merrill%20Amicus%20Brief%20-%20Final.pdf
4c449805-f12c-4365-8812-2dda4cce3349,1776ccaf-6176-4bd8-afa9-434c1b59da48,https://www.supremecourt.gov/DocketPDF/21/21-1086/230264/20220718150806851_21-1086%20Amicus%20Brief%20of%20The%20Brennan%20Center%20for%20Justice.pdf
06a26740-b1a2-464a-912d-74bbeb5302d7,0a989f61-1858-4137-9bfe-383e34cba2e1,https://www.supremecourt.gov/DocketPDF/21/21-1086/230274/20220718154619216_Milligan%20CLC%20Amicus%20Brief.pdf
6e50ef9e-d3c6-49ad-8152-6f973dcc54ba,d258f976-3f3c-413d-b7be-ce14b475c2c5,https://www.supremecourt.gov/DocketPDF/21/21-1086/230301/20220718172924332_Bipartisan%20Senators%20and%20Staffers%20Brief.pdf
1bf6a306-d7e1-4d82-a517-1fe1047b7fe8,8d8fe1c1-2ac9-4cf0-8602-8bdd55228518,https://www.supremecourt.gov/DocketPDF/21/21-1086/230293/20220718165651046_Amicus%20Brief%20and%20Appendix.pdf
3bc97153-e119-4404-89cf-d5869d1af826,c01a8a06-3bc2-45f1-a818-473db5a5ca5a,https://www.supremecourt.gov/DocketPDF/21/21-1086/230294/20220718165941656_21-108621-1087%20DistrictOfColumbiaNewYork.pdf
580ff4f4-1a05-46ae-b135-7ca0a0feadf6,0eca18e6-03c3-499a-b953-4218c628b331,https://www.supremecourt.gov/DocketPDF/21/21-1086/230292/20220718165552874_21-1086%20and%20-1087%20bsacVotingRightsPractitioners.pdf
bcf6712c-766e-4924-8004-2da60c0d7080,4b81115d-4e18-4c13-b6da-a3a36269c564,https://www.supremecourt.gov/DocketPDF/21/21-1086/230283/20220718162446838_21-1086%2021-1087%20bsac%20Lawyers%20Committee.pdf
c2341f75-5ad5-42a0-9d83-6a58908cc26a,a58064bf-f108-4f2b-834f-727d44caedfa,https://www.supremecourt.gov/DocketPDF/22/22-807/272078/20230714143223400_State%20Am%20Brief%207-14.2023.pdf
dad4d7b8-5396-4447-a983-8648887e04db,e0b0ce29-900f-4b39-a959-337686f39068,https://www.supremecourt.gov/DocketPDF/22/22-807/272114/20230714170332410_Alexander%20Amicus%20Brief%2022-807%20revised.pdf
dc52a811-98f8-41b6-a824-e9d5dbc41bf8,31dd54ef-3db9-4144-b5d3-3dbf9a5a2121,https://www.supremecourt.gov/DocketPDF/22/22-807/275140/20230811134955460_22-807%20Alexander%20et%20al%20v%20The%20South%20Carolina%20State%20Conference%20of%20the%20NAACP%20et%20al%20BRIEF.pdf
1f07f7bf-b7e4-4cfd-adf0-8059c05e81af,15705dfb-b04e-4b06-addd-25ba2552298f,https://www.supremecourt.gov/DocketPDF/22/22-807/270569/20230707124157639_SC%20Redistricting%20-%20Merits%20Brief%20FINAL%20.pdf
cc6405b5-d84d-48d3-9d39-0f9906faac76,ed3d54e6-2c86-4676-9e68-1440c75914a4,https://www.supremecourt.gov/DocketPDF/22/22-807/275663/20230818133103374_22-807bsacLawersCommitteeForCivilRightsUnderLaw.pdf
68289830-27b6-4801-9ad7-ca00a73b7637,f7ee2c0b-a132-4c9c-ac0d-d9d124e6c068,https://www.supremecourt.gov/DocketPDF/22/22-807/275630/20230818085512678_Alexander%20v.%20SC%20Conf.%20of%20NAACP%20amicus%20FINAL%20FOR%20FILING.pdf
cfb72867-0695-4bf4-9d4e-a07524d4a8e2,f1e2c03f-2f72-43b6-a387-74c5c74f3c71,https://www.supremecourt.gov/DocketPDF/22/22-807/279305/20230911133522009_22-807%20rb.pdf
04ee52fd-0d56-415a-8f4d-f35284293ec7,0250bd5b-4bda-415f-a9d1-cd18b2239a00,https://www.justice.gov/media/1218546/dl
